WeekEnding,HSCP,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20211010,S37000002,3,All,d,131,145.5,-10
20211010,S37000002,4,All,d,186,217.5,-14.5
20211010,S37000002,5,All,d,116,125,-7.2
20211010,S37000003,1,All,d,27,24,12.5
20211010,S37000003,2,All,d,72,72.5,-0.7
20211010,S37000003,3,All,d,90,84.5,6.5
20211010,S37000003,4,All,d,69,90.5,-23.8
20211010,S37000003,5,All,d,29,26.5,9.4
20211010,S37000004,1,All,d,30,27,11.1
20211010,S37000004,2,All,d,38,50,-24
20211010,S37000004,3,All,d,94,110.5,-14.9
20211010,S37000004,4,All,d,55,55,-0
20211010,S37000004,5,All,d,25,15.5,61.3
20211010,S37000005,1,All,d,89,105.5,-15.6
20211010,S37000005,2,All,d,78,97.5,-20
20211010,S37000005,3,All,d,68,74,-8.1
20211010,S37000005,4,All,d,68,101,-32.7
20211010,S37000005,5,All,d,60,94.5,-36.5
20211010,S37000006,1,All,d,43,51,-15.7
20211010,S37000006,2,All,d,119,116.5,2.1
20211010,S37000006,3,All,d,174,175.5,-0.9
20211010,S37000006,4,All,d,64,70.5,-9.2
20211010,S37000006,5,All,d,26,31.5,-17.5
20211010,S37000007,1,All,d,228,199.5,14.3
20211010,S37000007,2,All,d,103,89.5,15.1
20211010,S37000007,3,All,d,43,41.5,3.6
20211010,S37000007,4,All,d,59,56.5,4.4
20211010,S37000007,5,All,d,78,59,32.2
20211010,S37000008,1,All,d,133,158,-15.8
20211010,S37000008,2,All,d,93,100,-7
20211010,S37000008,3,All,d,68,71,-4.2
20211010,S37000008,4,All,d,49,47,4.3
20211010,S37000008,5,All,d,19,33.5,-43.3
20211010,S37000009,1,All,d,17,10.5,61.9
20211010,S37000009,2,All,d,63,70,-10
20211010,S37000009,3,All,d,27,24,12.5
20211010,S37000009,4,All,d,64,54,18.5
20211010,S37000009,5,All,d,111,134.5,-17.5
20211010,S37000010,1,All,d,17,15,13.3
20211010,S37000010,2,All,d,68,79.5,-14.5
20211010,S37000010,3,All,d,53,57.5,-7.8
20211010,S37000010,4,All,d,38,52,-26.9
20211010,S37000010,5,All,d,46,35.5,29.6
20211010,S37000011,1,All,d,22,22.5,-2.2
20211010,S37000011,2,All,d,30,26.5,13.2
20211010,S37000011,3,All,d,44,16.5,166.7
20211010,S37000011,4,All,d,53,49.5,7.1
20211010,S37000011,5,All,d,85,110,-22.7
20211010,S37000012,1,All,d,173,179,-3.4
20211010,S37000012,2,All,d,179,175.5,2
20211010,S37000012,3,All,d,136,140.5,-3.2
20211010,S37000012,4,All,d,165,192,-14.1
20211010,S37000012,5,All,d,322,387.5,-16.9
20211010,S37000013,1,All,d,99,119,-16.8
20211010,S37000013,2,All,d,125,140.5,-11
20211010,S37000013,3,All,d,109,140,-22.1
20211010,S37000013,4,All,d,78,85,-8.2
20211010,S37000013,5,All,d,76,71.5,6.3
20211010,S37000016,1,All,d,81,85.5,-5.3
20211010,S37000016,2,All,d,122,139,-12.2
20211010,S37000016,3,All,d,236,242.5,-2.7
20211010,S37000016,4,All,d,172,182.5,-5.8
20211010,S37000016,5,All,d,40,42.5,-5.9
20211010,S37000017,1,All,d,97,135,-28.1
20211010,S37000017,2,All,d,36,35,2.9
20211010,S37000017,3,All,d,38,38,-0
20211010,S37000017,4,All,d,35,22.5,55.6
20211010,S37000017,5,All,d,25,25.5,-2
20211010,S37000018,1,All,d,19,27.5,-30.9
20211010,S37000018,2,All,d,79,96,-17.7
20211010,S37000018,3,All,d,65,60.5,7.4
20211010,S37000018,4,All,d,34,33.5,1.5
20211010,S37000018,5,All,d,28,25.5,9.8
20211010,S37000019,1,All,d,10,9,11.1
20211010,S37000019,2,All,d,43,34,26.5
20211010,S37000019,3,All,d,69,73,-5.5
20211010,S37000019,4,All,d,68,76,-10.5
20211010,S37000019,5,All,d,28,23,21.7
20211010,S37000020,1,All,d,184,246.5,-25.4
20211010,S37000020,2,All,d,73,100,-27
20211010,S37000020,3,All,d,53,65,-18.5
20211010,S37000020,4,All,d,43,58.5,-26.5
20211010,S37000020,5,All,d,28,29.5,-5.1
20211010,S37000022,2,All,d,10,9.5,5.3
20211010,S37000022,3,All,d,11,12.5,-12
20211010,S37000022,4,All,d,41,39.5,3.8
20211010,S37000024,1,All,d,136,143.5,-5.2
20211010,S37000024,2,All,d,142,131,8.4
20211010,S37000024,3,All,d,90,86,4.7
20211010,S37000024,4,All,d,102,56.5,80.5
20211010,S37000024,5,All,d,90,86,4.7
20211010,S37000025,1,All,d,16,22.5,-28.9
20211010,S37000025,2,All,d,42,71.5,-41.3
20211010,S37000025,3,All,d,114,138,-17.4
20211010,S37000025,4,All,d,77,80,-3.8
20211010,S37000025,5,All,d,21,21.5,-2.3
20211010,S37000026,3,All,d,19,20.5,-7.3
20211010,S37000026,4,All,d,19,27,-29.6
20211010,S37000027,1,All,d,78,83,-6
20211010,S37000027,2,All,d,97,118,-17.8
20211010,S37000027,3,All,d,78,86,-9.3
20211010,S37000027,4,All,d,48,55.5,-13.5
20211010,S37000027,5,All,d,52,68.5,-24.1
20211010,S37000028,1,All,d,209,241.5,-13.5
20211010,S37000028,2,All,d,245,260,-5.8
20211010,S37000028,3,All,d,198,184.5,7.3
20211010,S37000028,4,All,d,147,162,-9.3
20211010,S37000028,5,All,d,116,113,2.7
20211010,S37000029,1,All,d,110,128.5,-14.4
20211010,S37000029,2,All,d,111,80,38.8
20211010,S37000029,3,All,d,37,35.5,4.2
20211010,S37000029,4,All,d,19,11.5,65.2
20211010,S37000029,5,All,d,11,14.5,-24.1
20211010,S37000030,1,All,d,106,104.5,1.4
20211010,S37000030,2,All,d,163,165,-1.2
20211010,S37000030,3,All,d,94,112,-16.1
20211010,S37000030,4,All,d,105,92.5,13.5
20211010,S37000030,5,All,d,56,66.5,-15.8
20211010,S37000031,2,All,d,10,16.5,-39.4
20211010,S37000031,3,All,d,84,94.5,-11.1
20211010,S37000032,1,All,d,264,296.5,-11
20211010,S37000032,2,All,d,243,278.5,-12.7
20211010,S37000032,3,All,d,218,230.5,-5.4
20211010,S37000032,4,All,d,181,192.5,-6
20211010,S37000032,5,All,d,168,152.5,10.2
20211010,S37000033,1,All,d,29,26,11.5
20211010,S37000033,2,All,d,57,59,-3.4
20211010,S37000033,3,All,d,102,101.5,0.5
20211010,S37000033,4,All,d,136,156,-12.8
20211010,S37000033,5,All,d,99,82,20.7
20211010,S37000034,1,All,d,909,1045,-13
20211010,S37000034,2,All,d,310,325.5,-4.8
20211010,S37000034,3,All,d,147,188,-21.8
20211010,S37000034,4,All,d,111,148.5,-25.3
20211010,S37000034,5,All,d,94,130.5,-28
20211010,S37000035,1,All,d,399,429,-7
20211010,S37000035,2,All,d,303,308,-1.6
20211010,S37000035,3,All,d,126,150,-16
20211010,S37000035,4,All,d,125,148,-15.5
20211010,S37000035,5,All,d,65,80.5,-19.3
20211017,S37000001,1,All,d,65,71,-8.5
20211017,S37000001,2,All,d,110,146,-24.7
20211017,S37000001,3,All,d,77,91.5,-15.8
20211017,S37000001,4,All,d,52,66.5,-21.8
20211017,S37000001,5,All,d,129,156,-17.3
20211017,S37000002,1,All,d,24,18,33.3
20211017,S37000002,2,All,d,54,64.5,-16.3
20211017,S37000002,3,All,d,131,126.5,3.6
20211017,S37000002,4,All,d,173,226.5,-23.6
20211017,S37000002,5,All,d,134,129,3.9
20211017,S37000003,1,All,d,25,22.5,11.1
20211017,S37000003,2,All,d,87,72,20.8
20211017,S37000003,3,All,d,70,80.5,-13
20211017,S37000003,4,All,d,94,69,36.2
20211017,S37000003,5,All,d,25,33,-24.2
20211017,S37000004,1,All,d,21,32,-34.4
20211017,S37000004,2,All,d,54,46,17.4
20211017,S37000004,3,All,d,106,110.5,-4.1
20211017,S37000004,4,All,d,64,60.5,5.8
20211017,S37000004,5,All,d,15,22,-31.8
20211017,S37000005,1,All,d,85,120,-29.2
20211017,S37000005,2,All,d,88,89,-1.1
20211017,S37000005,3,All,d,69,78,-11.5
20211017,S37000005,4,All,d,56,103,-45.6
20211017,S37000005,5,All,d,60,82.5,-27.3
20211017,S37000006,1,All,d,41,56,-26.8
20211017,S37000006,2,All,d,118,136,-13.2
20211017,S37000006,3,All,d,152,192,-20.8
20211017,S37000006,4,All,d,53,65.5,-19.1
20211017,S37000006,5,All,d,31,36.5,-15.1
20211017,S37000007,1,All,d,171,202,-15.3
20211017,S37000007,2,All,d,74,86,-14
20211017,S37000007,3,All,d,34,35.5,-4.2
20211017,S37000007,4,All,d,40,52.5,-23.8
20211017,S37000007,5,All,d,38,47.5,-20
20211017,S37000008,1,All,d,121,138.5,-12.6
20211017,S37000008,2,All,d,85,111.5,-23.8
20211017,S37000008,3,All,d,53,69.5,-23.7
20211017,S37000008,4,All,d,40,51.5,-22.3
20211017,S37000008,5,All,d,28,24.5,14.3
20211017,S37000009,1,All,d,13,16.5,-21.2
20211017,S37000009,2,All,d,68,71.5,-4.9
20211017,S37000009,3,All,d,9,22,-59.1
20211017,S37000009,4,All,d,57,68,-16.2
20211017,S37000009,5,All,d,116,126.5,-8.3
20211017,S37000010,1,All,d,17,18,-5.6
20211017,S37000010,2,All,d,84,80,5
20211017,S37000010,3,All,d,52,49,6.1
20211017,S37000010,4,All,d,62,47,31.9
20211017,S37000010,5,All,d,41,32.5,26.2
20211017,S37000011,1,All,d,36,20,80
20211017,S37000011,2,All,d,36,29,24.1
20211017,S37000011,3,All,d,38,21.5,76.7
20211017,S37000011,4,All,d,43,42.5,1.2
20211017,S37000011,5,All,d,76,108,-29.6
20211017,S37000012,1,All,d,174,186,-6.5
20211017,S37000012,2,All,d,197,199.5,-1.3
20211017,S37000012,3,All,d,113,147.5,-23.4
20211017,S37000012,4,All,d,160,179,-10.6
20211017,S37000012,5,All,d,374,383.5,-2.5
20211017,S37000013,1,All,d,90,123.5,-27.1
20211017,S37000013,2,All,d,129,161.5,-20.1
20211017,S37000013,3,All,d,100,133,-24.8
20211017,S37000013,4,All,d,56,64.5,-13.2
20211017,S37000013,5,All,d,57,70.5,-19.1
20211017,S37000016,1,All,d,76,84.5,-10.1
20211017,S37000016,2,All,d,117,141.5,-17.3
20211017,S37000016,3,All,d,201,239.5,-16.1
20211017,S37000016,4,All,d,145,188,-22.9
20211017,S37000016,5,All,d,31,50.5,-38.6
20211017,S37000017,1,All,d,135,131,3.1
20211017,S37000017,2,All,d,35,28.5,22.8
20211017,S37000017,3,All,d,28,27,3.7
20211017,S37000017,4,All,d,44,32.5,35.4
20211017,S37000017,5,All,d,22,38.5,-42.9
20211017,S37000018,1,All,d,26,22.5,15.6
20211017,S37000018,2,All,d,81,82.5,-1.8
20211017,S37000018,3,All,d,57,53.5,6.5
20211017,S37000018,4,All,d,41,41,-0
20211017,S37000018,5,All,d,30,26,15.4
20211017,S37000019,1,All,d,9,8.5,5.9
20211017,S37000019,2,All,d,40,43.5,-8
20211017,S37000019,3,All,d,77,74.5,3.4
20211017,S37000019,4,All,d,90,86,4.7
20211017,S37000019,5,All,d,15,23,-34.8
20211017,S37000020,1,All,d,176,240.5,-26.8
20211017,S37000020,2,All,d,77,98.5,-21.8
20211017,S37000020,3,All,d,38,61.5,-38.2
20211017,S37000020,4,All,d,39,51,-23.5
20211017,S37000020,5,All,d,37,34,8.8
20211017,S37000022,2,All,d,10,8.5,17.6
20211017,S37000022,3,All,d,10,13,-23.1
20211017,S37000022,4,All,d,35,33.5,4.5
20211017,S37000024,1,All,d,222,174,27.6
20211017,S37000024,2,All,d,114,128,-10.9
20211017,S37000024,3,All,d,92,82.5,11.5
20211017,S37000024,4,All,d,68,60,13.3
20211017,S37000024,5,All,d,114,78,46.2
20211017,S37000025,1,All,d,20,26.5,-24.5
20211017,S37000025,2,All,d,35,64,-45.3
20211017,S37000025,3,All,d,86,143.5,-40.1
20211017,S37000025,4,All,d,66,83.5,-21
20211017,S37000025,5,All,d,18,15,20
20211017,S37000026,3,All,d,18,23,-21.7
20211017,S37000026,4,All,d,28,36.5,-23.3
20211017,S37000027,1,All,d,69,88,-21.6
20211017,S37000027,2,All,d,84,104,-19.2
20211017,S37000027,3,All,d,90,83.5,7.8
20211017,S37000027,4,All,d,48,59.5,-19.3
20211017,S37000027,5,All,d,56,65.5,-14.5
20211017,S37000028,1,All,d,239,255,-6.3
20211017,S37000028,2,All,d,234,272,-14
20211017,S37000028,3,All,d,165,217.5,-24.1
20211017,S37000028,4,All,d,126,159.5,-21
20211017,S37000028,5,All,d,122,128.5,-5.1
20211017,S37000029,1,All,d,117,138.5,-15.5
20211017,S37000029,2,All,d,86,92,-6.5
20211017,S37000029,3,All,d,47,55.5,-15.3
20211017,S37000029,4,All,d,38,21.5,76.7
20211017,S37000029,5,All,d,9,18.5,-51.4
20211017,S37000030,1,All,d,91,117,-22.2
20211017,S37000030,2,All,d,172,169.5,1.5
20211017,S37000030,3,All,d,94,91.5,2.7
20211017,S37000030,4,All,d,84,68,23.5
20211017,S37000030,5,All,d,64,61,4.9
20211017,S37000031,2,All,d,11,18.5,-40.5
20211017,S37000031,3,All,d,68,81,-16
20211017,S37000032,1,All,d,267,276.5,-3.4
20211017,S37000032,2,All,d,245,255,-3.9
20211017,S37000032,3,All,d,209,226.5,-7.7
20211017,S37000032,4,All,d,183,174.5,4.9
20211017,S37000032,5,All,d,167,156.5,6.7
20211017,S37000033,1,All,d,27,33,-18.2
20211017,S37000033,2,All,d,49,57.5,-14.8
20211017,S37000033,3,All,d,91,106,-14.2
20211017,S37000033,4,All,d,136,118,15.3
20211017,S37000033,5,All,d,77,79,-2.5
20211017,S37000034,1,All,d,970,1104,-12.1
20211017,S37000034,2,All,d,293,343,-14.6
20211017,S37000034,3,All,d,199,202.5,-1.7
20211017,S37000034,4,All,d,142,151.5,-6.3
20211017,S37000034,5,All,d,113,133.5,-15.4
20211017,S37000035,1,All,d,355,455,-22
20211017,S37000035,2,All,d,260,325.5,-20.1
20211017,S37000035,3,All,d,146,153.5,-4.9
20211017,S37000035,4,All,d,133,143.5,-7.3
20211017,S37000035,5,All,d,64,80,-20
20211024,S37000001,1,All,d,66,79,-16.5
20211024,S37000001,2,All,d,131,149,-12.1
20211024,S37000001,3,All,d,72,93,-22.6
20211024,S37000001,4,All,d,74,66,12.1
20211024,S37000001,5,All,d,116,141,-17.7
20211024,S37000002,1,All,d,16,15.5,3.2
20211024,S37000002,2,All,d,59,64,-7.8
20211024,S37000002,3,All,d,115,120.5,-4.6
20211024,S37000002,4,All,d,179,196,-8.7
20211024,S37000002,5,All,d,133,118,12.7
20211024,S37000003,1,All,d,26,19,36.8
20211024,S37000003,2,All,d,92,79,16.5
20211024,S37000003,3,All,d,95,83.5,13.8
20211024,S37000003,4,All,d,79,77.5,1.9
20211024,S37000003,5,All,d,25,29.5,-15.3
20211024,S37000004,1,All,d,35,27.5,27.3
20211024,S37000004,2,All,d,55,49,12.2
20211024,S37000004,3,All,d,133,121.5,9.5
20211024,S37000004,4,All,d,64,50,28
20211024,S37000004,5,All,d,21,22.5,-6.7
20211024,S37000005,1,All,d,85,105.5,-19.4
20211024,S37000005,2,All,d,65,96,-32.3
20211024,S37000005,3,All,d,58,66.5,-12.8
20211024,S37000005,4,All,d,91,90,1.1
20211024,S37000005,5,All,d,77,65,18.5
20211024,S37000006,1,All,d,43,63.5,-32.3
20211024,S37000006,2,All,d,122,134,-9
20211024,S37000006,3,All,d,135,189.5,-28.8
20211024,S37000006,4,All,d,64,66,-3
20211024,S37000006,5,All,d,44,31.5,39.7
20211024,S37000007,1,All,d,201,205,-2
20211024,S37000007,2,All,d,93,82,13.4
20211024,S37000007,3,All,d,37,38,-2.6
20211024,S37000007,4,All,d,73,40,82.5
20211024,S37000007,5,All,d,61,52,17.3
20211024,S37000008,1,All,d,120,137.5,-12.7
20211024,S37000008,2,All,d,95,89,6.7
20211024,S37000008,3,All,d,60,63.5,-5.5
20211024,S37000008,4,All,d,39,40.5,-3.7
20211024,S37000008,5,All,d,35,34.5,1.4
20211024,S37000009,1,All,d,20,19,5.3
20211024,S37000009,2,All,d,56,66,-15.2
20211024,S37000009,3,All,d,17,19.5,-12.8
20211024,S37000009,4,All,d,67,66,1.5
20211024,S37000009,5,All,d,115,115.5,-0.4
20211024,S37000010,1,All,d,20,17.5,14.3
20211024,S37000010,2,All,d,83,79,5.1
20211024,S37000010,3,All,d,54,53,1.9
20211024,S37000010,4,All,d,48,41.5,15.7
20211024,S37000010,5,All,d,29,40.5,-28.4
20211024,S37000011,1,All,d,23,20.5,12.2
20211024,S37000011,2,All,d,35,34,2.9
20211024,S37000011,3,All,d,21,22.5,-6.7
20211024,S37000011,4,All,d,45,42.5,5.9
20211024,S37000011,5,All,d,122,94.5,29.1
20211024,S37000012,1,All,d,175,191.5,-8.6
20211024,S37000012,2,All,d,155,194.5,-20.3
20211024,S37000012,3,All,d,115,129.5,-11.2
20211024,S37000012,4,All,d,168,174,-3.4
20211024,S37000012,5,All,d,305,346.5,-12
20211024,S37000013,1,All,d,70,118,-40.7
20211024,S37000013,2,All,d,94,141.5,-33.6
20211024,S37000013,3,All,d,112,134,-16.4
20211024,S37000013,4,All,d,66,67,-1.5
20211024,S37000013,5,All,d,58,60,-3.3
20211024,S37000016,1,All,d,61,79.5,-23.3
20211024,S37000016,2,All,d,112,131.5,-14.8
20211024,S37000016,3,All,d,226,220.5,2.5
20211024,S37000016,4,All,d,151,188.5,-19.9
20211024,S37000016,5,All,d,52,35,48.6
20211024,S37000017,1,All,d,138,134.5,2.6
20211024,S37000017,2,All,d,24,29.5,-18.6
20211024,S37000017,3,All,d,27,26,3.8
20211024,S37000017,4,All,d,32,30.5,4.9
20211024,S37000017,5,All,d,22,28,-21.4
20211024,S37000018,1,All,d,29,30.5,-4.9
20211024,S37000018,2,All,d,78,99,-21.2
20211024,S37000018,3,All,d,46,49.5,-7.1
20211024,S37000018,4,All,d,33,38,-13.2
20211024,S37000018,5,All,d,18,22,-18.2
20211024,S37000019,1,All,d,11,4.5,144.4
20211024,S37000019,2,All,d,30,35.5,-15.5
20211024,S37000019,3,All,d,68,68,-0
20211024,S37000019,4,All,d,67,76,-11.8
20211024,S37000019,5,All,d,27,20,35
20211024,S37000020,1,All,d,188,212,-11.3
20211024,S37000020,2,All,d,74,93,-20.4
20211024,S37000020,3,All,d,61,62,-1.6
20211024,S37000020,4,All,d,50,55.5,-9.9
20211024,S37000020,5,All,d,35,29.5,18.6
20211024,S37000022,3,All,d,7,6.5,7.7
20211024,S37000022,4,All,d,31,29.5,5.1
20211024,S37000024,1,All,d,145,146.5,-1
20211024,S37000024,2,All,d,129,128,0.8
20211024,S37000024,3,All,d,111,89.5,24
20211024,S37000024,4,All,d,57,57,-0
20211024,S37000024,5,All,d,83,70,18.6
20211024,S37000025,1,All,d,15,20.5,-26.8
20211024,S37000025,2,All,d,42,68.5,-38.7
20211024,S37000025,3,All,d,97,125.5,-22.7
20211024,S37000025,4,All,d,71,72.5,-2.1
20211024,S37000025,5,All,d,20,23,-13
20211024,S37000026,2,All,d,6,3.5,71.4
20211024,S37000026,3,All,d,18,23,-21.7
20211024,S37000026,4,All,d,27,34.5,-21.7
20211024,S37000027,1,All,d,101,87,16.1
20211024,S37000027,2,All,d,87,97.5,-10.8
20211024,S37000027,3,All,d,78,73.5,6.1
20211024,S37000027,4,All,d,59,45.5,29.7
20211024,S37000027,5,All,d,64,58,10.3
20211024,S37000028,1,All,d,203,229,-11.4
20211024,S37000028,2,All,d,205,254.5,-19.4
20211024,S37000028,3,All,d,173,187.5,-7.7
20211024,S37000028,4,All,d,153,134.5,13.8
20211024,S37000028,5,All,d,130,122.5,6.1
20211024,S37000029,1,All,d,107,116.5,-8.2
20211024,S37000029,2,All,d,80,86,-7
20211024,S37000029,3,All,d,44,50.5,-12.9
20211024,S37000029,4,All,d,34,20,70
20211024,S37000029,5,All,d,10,12,-16.7
20211024,S37000030,1,All,d,88,89,-1.1
20211024,S37000030,2,All,d,157,167.5,-6.3
20211024,S37000030,3,All,d,92,84,9.5
20211024,S37000030,4,All,d,88,74,18.9
20211024,S37000030,5,All,d,62,66,-6.1
20211024,S37000031,2,All,d,15,21.5,-30.2
20211024,S37000031,3,All,d,83,87,-4.6
20211024,S37000032,1,All,d,282,236.5,19.2
20211024,S37000032,2,All,d,236,252.5,-6.5
20211024,S37000032,3,All,d,180,219.5,-18
20211024,S37000032,4,All,d,193,193.5,-0.3
20211024,S37000032,5,All,d,154,158,-2.5
20211024,S37000033,1,All,d,26,23.5,10.6
20211024,S37000033,2,All,d,56,49,14.3
20211024,S37000033,3,All,d,96,100.5,-4.5
20211024,S37000033,4,All,d,129,114.5,12.7
20211024,S37000033,5,All,d,85,76,11.8
20211024,S37000034,1,All,d,982,1039,-5.5
20211024,S37000034,2,All,d,309,299,3.3
20211024,S37000034,3,All,d,179,197.5,-9.4
20211024,S37000034,4,All,d,177,156,13.5
20211024,S37000034,5,All,d,137,111.5,22.9
20211024,S37000035,1,All,d,393,414.5,-5.2
20211024,S37000035,2,All,d,301,315.5,-4.6
20211024,S37000035,3,All,d,123,146,-15.8
20211024,S37000035,4,All,d,126,120.5,4.6
20211024,S37000035,5,All,d,65,69.5,-6.5
20211031,S37000001,1,All,d,78,80,-2.5
20211031,S37000001,2,All,d,126,148.5,-15.2
20211031,S37000001,3,All,d,84,71,18.3
20211031,S37000001,4,All,d,63,64,-1.6
20211031,S37000001,5,All,d,144,138.5,4
20211031,S37000002,1,All,d,20,21,-4.8
20211031,S37000002,2,All,d,63,60,5
20211031,S37000002,3,All,d,129,138.5,-6.9
20211031,S37000002,4,All,d,171,204,-16.2
20211031,S37000002,5,All,d,112,120.5,-7.1
20211031,S37000003,1,All,d,27,20,35
20211031,S37000003,2,All,d,75,71.5,4.9
20211031,S37000003,3,All,d,79,96,-17.7
20211031,S37000003,4,All,d,76,82,-7.3
20211031,S37000003,5,All,d,29,34.5,-15.9
20211031,S37000004,1,All,d,29,37.5,-22.7
20211031,S37000004,2,All,d,48,47,2.1
20211031,S37000004,3,All,d,151,116,30.2
20211031,S37000004,4,All,d,50,50,-0
20211031,S37000004,5,All,d,29,21.5,34.9
20211031,S37000005,1,All,d,84,97,-13.4
20211031,S37000005,2,All,d,76,96.5,-21.2
20211031,S37000005,3,All,d,41,73.5,-44.2
20211031,S37000005,4,All,d,72,101,-28.7
20211031,S37000005,5,All,d,77,78.5,-1.9
20211031,S37000006,1,All,d,56,49.5,13.1
20211031,S37000006,2,All,d,113,137.5,-17.8
20211031,S37000006,3,All,d,158,157,0.6
20211031,S37000006,4,All,d,51,66,-22.7
20211031,S37000006,5,All,d,38,27.5,38.2
20211031,S37000007,1,All,d,192,194.5,-1.3
20211031,S37000007,2,All,d,91,91,-0
20211031,S37000007,3,All,d,52,38,36.8
20211031,S37000007,4,All,d,65,47,38.3
20211031,S37000007,5,All,d,67,56,19.6
20211031,S37000008,1,All,d,141,153.5,-8.1
20211031,S37000008,2,All,d,86,101,-14.9
20211031,S37000008,3,All,d,66,66,-0
20211031,S37000008,4,All,d,42,47.5,-11.6
20211031,S37000008,5,All,d,34,25,36
20211031,S37000009,1,All,d,17,15,13.3
20211031,S37000009,2,All,d,63,67.5,-6.7
20211031,S37000009,3,All,d,16,20.5,-22
20211031,S37000009,4,All,d,63,50.5,24.8
20211031,S37000009,5,All,d,102,127.5,-20
20211031,S37000010,1,All,d,22,14,57.1
20211031,S37000010,2,All,d,96,89,7.9
20211031,S37000010,3,All,d,66,56,17.9
20211031,S37000010,4,All,d,65,46.5,39.8
20211031,S37000010,5,All,d,41,38,7.9
20211031,S37000011,1,All,d,22,17.5,25.7
20211031,S37000011,2,All,d,29,33,-12.1
20211031,S37000011,3,All,d,12,22.5,-46.7
20211031,S37000011,4,All,d,35,41,-14.6
20211031,S37000011,5,All,d,95,112,-15.2
20211031,S37000012,1,All,d,176,194,-9.3
20211031,S37000012,2,All,d,185,199,-7
20211031,S37000012,3,All,d,125,140.5,-11
20211031,S37000012,4,All,d,186,184,1.1
20211031,S37000012,5,All,d,395,401.5,-1.6
20211031,S37000013,1,All,d,103,105.5,-2.4
20211031,S37000013,2,All,d,117,123,-4.9
20211031,S37000013,3,All,d,117,149.5,-21.7
20211031,S37000013,4,All,d,62,73,-15.1
20211031,S37000013,5,All,d,49,57,-14
20211031,S37000016,1,All,d,68,85.5,-20.5
20211031,S37000016,2,All,d,125,130.5,-4.2
20211031,S37000016,3,All,d,197,236.5,-16.7
20211031,S37000016,4,All,d,187,170.5,9.7
20211031,S37000016,5,All,d,39,42,-7.1
20211031,S37000017,1,All,d,101,139.5,-27.6
20211031,S37000017,2,All,d,40,31.5,27
20211031,S37000017,3,All,d,34,30.5,11.5
20211031,S37000017,4,All,d,18,27,-33.3
20211031,S37000017,5,All,d,23,29.5,-22
20211031,S37000018,1,All,d,30,21.5,39.5
20211031,S37000018,2,All,d,100,95,5.3
20211031,S37000018,3,All,d,62,55,12.7
20211031,S37000018,4,All,d,38,32,18.8
20211031,S37000018,5,All,d,31,24,29.2
20211031,S37000019,1,All,d,6,9.5,-36.8
20211031,S37000019,2,All,d,30,34,-11.8
20211031,S37000019,3,All,d,67,81,-17.3
20211031,S37000019,4,All,d,76,69.5,9.4
20211031,S37000019,5,All,d,21,16,31.2
20211031,S37000020,1,All,d,210,225.5,-6.9
20211031,S37000020,2,All,d,86,102,-15.7
20211031,S37000020,3,All,d,54,56,-3.6
20211031,S37000020,4,All,d,39,43,-9.3
20211031,S37000020,5,All,d,31,27.5,12.7
20211031,S37000022,2,All,d,15,7.5,100
20211031,S37000022,3,All,d,7,13,-46.2
20211031,S37000022,4,All,d,31,35,-11.4
20211031,S37000024,1,All,d,142,158,-10.1
20211031,S37000024,2,All,d,118,133,-11.3
20211031,S37000024,3,All,d,85,93,-8.6
20211031,S37000024,4,All,d,65,55.5,17.1
20211031,S37000024,5,All,d,78,77.5,0.6
20211031,S37000025,1,All,d,27,20.5,31.7
20211031,S37000025,2,All,d,46,69,-33.3
20211031,S37000025,3,All,d,105,127.5,-17.6
20211031,S37000025,4,All,d,63,85,-25.9
20211031,S37000025,5,All,d,18,16.5,9.1
20211031,S37000026,2,All,d,5,2,150
20211031,S37000026,3,All,d,17,20.5,-17.1
20211031,S37000026,4,All,d,19,35.5,-46.5
20211031,S37000027,1,All,d,71,84,-15.5
20211031,S37000027,2,All,d,91,106,-14.2
20211031,S37000027,3,All,d,85,86,-1.2
20211031,S37000027,4,All,d,44,44.5,-1.1
20211031,S37000027,5,All,d,68,66,3
20211031,S37000028,1,All,d,227,250.5,-9.4
20211031,S37000028,2,All,d,202,271,-25.5
20211031,S37000028,3,All,d,154,198,-22.2
20211031,S37000028,4,All,d,131,151.5,-13.5
20211031,S37000028,5,All,d,123,131.5,-6.5
20211031,S37000029,1,All,d,135,126.5,6.7
20211031,S37000029,2,All,d,69,68.5,0.7
20211031,S37000029,3,All,d,56,53.5,4.7
20211031,S37000029,4,All,d,32,24,33.3
20211031,S37000029,5,All,d,7,9,-22.2
20211031,S37000030,1,All,d,104,96,8.3
20211031,S37000030,2,All,d,180,171,5.3
20211031,S37000030,3,All,d,81,102.5,-21
20211031,S37000030,4,All,d,90,84,7.1
20211031,S37000030,5,All,d,57,68,-16.2
20211031,S37000031,2,All,d,19,17.5,8.6
20211031,S37000031,3,All,d,62,69,-10.1
20211031,S37000032,1,All,d,264,268,-1.5
20211031,S37000032,2,All,d,230,273.5,-15.9
20211031,S37000032,3,All,d,207,211,-1.9
20211031,S37000032,4,All,d,170,198,-14.1
20211031,S37000032,5,All,d,153,167,-8.4
20211031,S37000033,1,All,d,32,26.5,20.8
20211031,S37000033,2,All,d,49,55,-10.9
