WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200726,S08000029,,3,Emergency,,136,153,-11.1
20200726,S08000029,,4,Emergency,,114,123.5,-7.7
20200726,S08000029,,5,Emergency,,83,89,-6.7
20200726,S08000030,,1,Emergency,,202,197.5,2.3
20200726,S08000030,,2,Emergency,,178,188,-5.3
20200726,S08000030,,3,Emergency,,163,197,-17.3
20200726,S08000030,,4,Emergency,,217,210.5,3.1
20200726,S08000030,,5,Emergency,,159,132.5,20
20200726,S08000031,,1,Emergency,,1039,1200.5,-13.5
20200726,S08000031,,2,Emergency,,488,494.5,-1.3
20200726,S08000031,,3,Emergency,,274,340,-19.4
20200726,S08000031,,4,Emergency,,245,295.5,-17.1
20200726,S08000031,,5,Emergency,,313,338,-7.4
20200726,S08000032,,1,Emergency,,405,476.5,-15
20200726,S08000032,,2,Emergency,,331,388,-14.7
20200726,S08000032,,3,Emergency,,216,226.5,-4.6
20200726,S08000032,,4,Emergency,,168,184,-8.7
20200726,S08000032,,5,Emergency,,97,118.5,-18.1
20200726,S92000003,d,1,Emergency,,2816,3118.5,-9.7
20200726,S92000003,d,2,Emergency,,2460,2631.5,-6.5
20200726,S92000003,d,3,Emergency,,1979,2195.5,-9.9
20200726,S92000003,d,4,Emergency,,1717,1841.5,-6.8
20200726,S92000003,d,5,Emergency,,1456,1516.5,-4
20200726,NA,NA,1,Emergency,,6,5.5,9.1
20200802,S08000015,,1,Emergency,,324,358,-9.5
20200802,S08000015,,2,Emergency,,205,255,-19.6
20200802,S08000015,,3,Emergency,,153,155.5,-1.6
20200802,S08000015,,4,Emergency,,100,113.5,-11.9
20200802,S08000015,,5,Emergency,,104,95,9.5
20200802,S08000016,,1,Emergency,,12,21.5,-44.2
20200802,S08000016,,2,Emergency,,43,41,4.9
20200802,S08000016,,3,Emergency,,62,76.5,-19
20200802,S08000016,,4,Emergency,,47,61.5,-23.6
20200802,S08000016,,5,Emergency,,6,12.5,-52
20200802,S08000017,,1,Emergency,,38,40.5,-6.2
20200802,S08000017,,2,Emergency,,61,83,-26.5
20200802,S08000017,,3,Emergency,,119,109.5,8.7
20200802,S08000017,,4,Emergency,,41,53,-22.6
20200802,S08000017,,5,Emergency,,16,17,-5.9
20200802,S08000019,,1,Emergency,,131,153,-14.4
20200802,S08000019,,2,Emergency,,133,159.5,-16.6
20200802,S08000019,,3,Emergency,,117,154.5,-24.3
20200802,S08000019,,4,Emergency,,89,102.5,-13.2
20200802,S08000019,,5,Emergency,,86,99,-13.1
20200802,S08000020,,1,Emergency,,69,78.5,-12.1
20200802,S08000020,,2,Emergency,,186,182.5,1.9
20200802,S08000020,,3,Emergency,,213,202,5.4
20200802,S08000020,,4,Emergency,,234,246,-4.9
20200802,S08000020,,5,Emergency,,184,213,-13.6
20200802,S08000022,,1,Emergency,,76,69.5,9.4
20200802,S08000022,,2,Emergency,,111,113.5,-2.2
20200802,S08000022,,3,Emergency,,181,196,-7.7
20200802,S08000022,,4,Emergency,,152,150,1.3
20200802,S08000022,,5,Emergency,,41,37.5,9.3
20200802,S08000024,,1,Emergency,,274,275,-0.4
20200802,S08000024,,2,Emergency,,448,436,2.8
20200802,S08000024,,3,Emergency,,284,288,-1.4
20200802,S08000024,,4,Emergency,,275,270,1.9
20200802,S08000024,,5,Emergency,,387,382,1.3
20200802,S08000025,,3,Emergency,,5,4.5,11.1
20200802,S08000025,,4,Emergency,,21,18.5,13.5
20200802,S08000026,,2,Emergency,,5,2,150
20200802,S08000026,,3,Emergency,,21,12.5,68
20200802,S08000026,,4,Emergency,,16,17,-5.9
20200802,S08000028,,2,Emergency,,12,13,-7.7
20200802,S08000028,,3,Emergency,,34,50.5,-32.7
20200802,S08000029,,1,Emergency,,202,211,-4.3
20200802,S08000029,,2,Emergency,,163,192,-15.1
20200802,S08000029,,3,Emergency,,136,155.5,-12.5
20200802,S08000029,,4,Emergency,,119,105,13.3
20200802,S08000029,,5,Emergency,,77,74.5,3.4
20200802,S08000030,,1,Emergency,,196,200.5,-2.2
20200802,S08000030,,2,Emergency,,186,191.5,-2.9
20200802,S08000030,,3,Emergency,,175,169.5,3.2
20200802,S08000030,,4,Emergency,,229,215.5,6.3
20200802,S08000030,,5,Emergency,,161,128.5,25.3
20200802,S08000031,,1,Emergency,,1095,1146,-4.5
20200802,S08000031,,2,Emergency,,484,482,0.4
20200802,S08000031,,3,Emergency,,313,345,-9.3
20200802,S08000031,,4,Emergency,,285,276,3.3
20200802,S08000031,,5,Emergency,,313,345,-9.3
20200802,S08000032,,1,Emergency,,419,498.5,-15.9
20200802,S08000032,,2,Emergency,,347,414,-16.2
20200802,S08000032,,3,Emergency,,210,228.5,-8.1
20200802,S08000032,,4,Emergency,,146,187.5,-22.1
20200802,S08000032,,5,Emergency,,101,117.5,-14
20200802,S92000003,d,1,Emergency,,2839,3055,-7.1
20200802,S92000003,d,2,Emergency,,2388,2571.5,-7.1
20200802,S92000003,d,3,Emergency,,2024,2152.5,-6
20200802,S92000003,d,4,Emergency,,1755,1819.5,-3.5
20200802,S92000003,d,5,Emergency,,1479,1526.5,-3.1
20200809,S08000015,,1,Emergency,,330,361.5,-8.7
20200809,S08000015,,2,Emergency,,215,245,-12.2
20200809,S08000015,,3,Emergency,,148,156.5,-5.4
20200809,S08000015,,4,Emergency,,122,119.5,2.1
20200809,S08000015,,5,Emergency,,83,92.5,-10.3
20200809,S08000016,,1,Emergency,,7,17,-58.8
20200809,S08000016,,2,Emergency,,34,52,-34.6
20200809,S08000016,,3,Emergency,,68,86.5,-21.4
20200809,S08000016,,4,Emergency,,42,48.5,-13.4
20200809,S08000016,,5,Emergency,,11,14.5,-24.1
20200809,S08000017,,1,Emergency,,29,33.5,-13.4
20200809,S08000017,,2,Emergency,,78,96,-18.8
20200809,S08000017,,3,Emergency,,111,107.5,3.3
20200809,S08000017,,4,Emergency,,42,44,-4.5
20200809,S08000017,,5,Emergency,,24,20.5,17.1
20200809,S08000019,,1,Emergency,,119,158,-24.7
20200809,S08000019,,2,Emergency,,140,168,-16.7
20200809,S08000019,,3,Emergency,,103,139,-25.9
20200809,S08000019,,4,Emergency,,100,118,-15.3
20200809,S08000019,,5,Emergency,,50,97.5,-48.7
20200809,S08000020,,1,Emergency,,77,74,4.1
20200809,S08000020,,2,Emergency,,203,193,5.2
20200809,S08000020,,3,Emergency,,197,207.5,-5.1
20200809,S08000020,,4,Emergency,,235,255.5,-8
20200809,S08000020,,5,Emergency,,211,210,0.5
20200809,S08000022,,1,Emergency,,61,79,-22.8
20200809,S08000022,,2,Emergency,,116,113,2.7
20200809,S08000022,,3,Emergency,,168,200,-16
20200809,S08000022,,4,Emergency,,140,140.5,-0.4
20200809,S08000022,,5,Emergency,,27,36.5,-26
20200809,S08000024,,1,Emergency,,268,282.5,-5.1
20200809,S08000024,,2,Emergency,,416,411.5,1.1
20200809,S08000024,,3,Emergency,,304,270.5,12.4
20200809,S08000024,,4,Emergency,,264,265,-0.4
20200809,S08000024,,5,Emergency,,408,366,11.5
20200809,S08000025,,3,Emergency,,6,7.5,-20
20200809,S08000025,,4,Emergency,,15,20.5,-26.8
20200809,S08000026,,3,Emergency,,14,14,-0
20200809,S08000026,,4,Emergency,,10,13,-23.1
20200809,S08000028,,2,Emergency,,17,9.5,78.9
20200809,S08000028,,3,Emergency,,46,51,-9.8
20200809,S08000029,,1,Emergency,,198,221,-10.4
20200809,S08000029,,2,Emergency,,181,195,-7.2
20200809,S08000029,,3,Emergency,,121,157,-22.9
20200809,S08000029,,4,Emergency,,141,122.5,15.1
20200809,S08000029,,5,Emergency,,92,89,3.4
20200809,S08000030,,1,Emergency,,204,189.5,7.7
20200809,S08000030,,2,Emergency,,180,196,-8.2
20200809,S08000030,,3,Emergency,,219,177,23.7
20200809,S08000030,,4,Emergency,,217,198.5,9.3
20200809,S08000030,,5,Emergency,,139,128,8.6
20200809,S08000031,,1,Emergency,,1044,1130.5,-7.7
20200809,S08000031,,2,Emergency,,446,501,-11
20200809,S08000031,,3,Emergency,,336,355.5,-5.5
20200809,S08000031,,4,Emergency,,307,299.5,2.5
20200809,S08000031,,5,Emergency,,311,331.5,-6.2
20200809,S08000032,,1,Emergency,,424,478.5,-11.4
20200809,S08000032,,2,Emergency,,333,393.5,-15.4
20200809,S08000032,,3,Emergency,,178,245.5,-27.5
20200809,S08000032,,4,Emergency,,167,179.5,-7
20200809,S08000032,,5,Emergency,,100,117.5,-14.9
20200809,S92000003,d,1,Emergency,,2767,3030,-8.7
20200809,S92000003,d,2,Emergency,,2364,2587,-8.6
20200809,S92000003,d,3,Emergency,,2019,2177.5,-7.3
20200809,S92000003,d,4,Emergency,,1803,1827,-1.3
20200809,S92000003,d,5,Emergency,,1458,1505.5,-3.2
20200816,S08000015,,1,Emergency,,350,388.5,-9.9
20200816,S08000015,,2,Emergency,,217,231.5,-6.3
20200816,S08000015,,3,Emergency,,150,147.5,1.7
20200816,S08000015,,4,Emergency,,115,121.5,-5.3
20200816,S08000015,,5,Emergency,,94,89.5,5
20200816,S08000016,,1,Emergency,,12,18.5,-35.1
20200816,S08000016,,2,Emergency,,35,37,-5.4
20200816,S08000016,,3,Emergency,,69,73.5,-6.1
20200816,S08000016,,4,Emergency,,44,52.5,-16.2
20200816,S08000016,,5,Emergency,,8,15.5,-48.4
20200816,S08000017,,1,Emergency,,35,33.5,4.5
20200816,S08000017,,2,Emergency,,87,87.5,-0.6
20200816,S08000017,,3,Emergency,,122,113.5,7.5
20200816,S08000017,,4,Emergency,,33,46.5,-29
20200816,S08000017,,5,Emergency,,21,23,-8.7
20200816,S08000019,,1,Emergency,,138,177,-22
20200816,S08000019,,2,Emergency,,130,172,-24.4
20200816,S08000019,,3,Emergency,,130,170.5,-23.8
20200816,S08000019,,4,Emergency,,78,125.5,-37.8
20200816,S08000019,,5,Emergency,,68,91.5,-25.7
20200816,S08000020,,1,Emergency,,85,98,-13.3
20200816,S08000020,,2,Emergency,,183,202,-9.4
20200816,S08000020,,3,Emergency,,216,197,9.6
20200816,S08000020,,4,Emergency,,266,260.5,2.1
20200816,S08000020,,5,Emergency,,217,205,5.9
20200816,S08000022,,1,Emergency,,72,75,-4
20200816,S08000022,,2,Emergency,,107,118.5,-9.7
20200816,S08000022,,3,Emergency,,168,200.5,-16.2
20200816,S08000022,,4,Emergency,,139,148,-6.1
20200816,S08000022,,5,Emergency,,39,39,-0
20200816,S08000024,,1,Emergency,,280,298.5,-6.2
20200816,S08000024,,2,Emergency,,451,426.5,5.7
20200816,S08000024,,3,Emergency,,287,283,1.4
20200816,S08000024,,4,Emergency,,272,280,-2.9
20200816,S08000024,,5,Emergency,,368,371.5,-0.9
20200816,S08000025,,2,Emergency,,7,5.5,27.3
20200816,S08000025,,3,Emergency,,5,6,-16.7
20200816,S08000025,,4,Emergency,,21,13,61.5
20200816,S08000026,,3,Emergency,,11,14,-21.4
20200816,S08000026,,4,Emergency,,19,15,26.7
20200816,S08000028,,2,Emergency,,14,11,27.3
20200816,S08000028,,3,Emergency,,30,52,-42.3
20200816,S08000029,,1,Emergency,,198,190,4.2
20200816,S08000029,,2,Emergency,,185,191.5,-3.4
20200816,S08000029,,3,Emergency,,142,155.5,-8.7
20200816,S08000029,,4,Emergency,,107,129,-17.1
20200816,S08000029,,5,Emergency,,88,103,-14.6
20200816,S08000030,,1,Emergency,,217,220,-1.4
20200816,S08000030,,2,Emergency,,185,183,1.1
20200816,S08000030,,3,Emergency,,206,192.5,7
20200816,S08000030,,4,Emergency,,224,233.5,-4.1
20200816,S08000030,,5,Emergency,,124,139.5,-11.1
20200816,S08000031,,1,Emergency,,1090,1143.5,-4.7
20200816,S08000031,,2,Emergency,,483,519.5,-7
20200816,S08000031,,3,Emergency,,321,349,-8
20200816,S08000031,,4,Emergency,,264,326.5,-19.1
20200816,S08000031,,5,Emergency,,357,340.5,4.8
20200816,S08000032,,1,Emergency,,450,509,-11.6
20200816,S08000032,,2,Emergency,,343,407,-15.7
20200816,S08000032,,3,Emergency,,215,246.5,-12.8
20200816,S08000032,,4,Emergency,,154,176.5,-12.7
20200816,S08000032,,5,Emergency,,128,127,0.8
20200816,S92000003,d,1,Emergency,,2931,3156,-7.1
20200816,S92000003,d,2,Emergency,,2433,2597,-6.3
20200816,S92000003,d,3,Emergency,,2072,2202.5,-5.9
20200816,S92000003,d,4,Emergency,,1739,1930.5,-9.9
20200816,S92000003,d,5,Emergency,,1513,1546.5,-2.2
20200823,S08000015,,1,Emergency,,356,370,-3.8
20200823,S08000015,,2,Emergency,,243,245,-0.8
20200823,S08000015,,3,Emergency,,143,144.5,-1
20200823,S08000015,,4,Emergency,,122,129,-5.4
20200823,S08000015,,5,Emergency,,94,74.5,26.2
20200823,S08000016,,1,Emergency,,9,17.5,-48.6
20200823,S08000016,,2,Emergency,,45,40,12.5
20200823,S08000016,,3,Emergency,,71,81,-12.3
20200823,S08000016,,4,Emergency,,45,57,-21.1
20200823,S08000016,,5,Emergency,,21,15.5,35.5
20200823,S08000017,,1,Emergency,,33,40,-17.5
20200823,S08000017,,2,Emergency,,85,94,-9.6
20200823,S08000017,,3,Emergency,,119,109,9.2
20200823,S08000017,,4,Emergency,,61,38.5,58.4
20200823,S08000017,,5,Emergency,,21,20.5,2.4
20200823,S08000019,,1,Emergency,,133,163.5,-18.7
20200823,S08000019,,2,Emergency,,142,166,-14.5
20200823,S08000019,,3,Emergency,,128,127.5,0.4
20200823,S08000019,,4,Emergency,,87,108,-19.4
20200823,S08000019,,5,Emergency,,85,95,-10.5
20200823,S08000020,,1,Emergency,,83,86.5,-4
20200823,S08000020,,2,Emergency,,200,214.5,-6.8
20200823,S08000020,,3,Emergency,,242,229,5.7
20200823,S08000020,,4,Emergency,,277,260,6.5
20200823,S08000020,,5,Emergency,,222,210.5,5.5
20200823,S08000022,,1,Emergency,,63,84.5,-25.4
20200823,S08000022,,2,Emergency,,118,125,-5.6
20200823,S08000022,,3,Emergency,,191,198.5,-3.8
20200823,S08000022,,4,Emergency,,171,164,4.3
20200823,S08000022,,5,Emergency,,32,35.5,-9.9
20200823,S08000024,,1,Emergency,,331,293.5,12.8
20200823,S08000024,,2,Emergency,,491,441,11.3
20200823,S08000024,,3,Emergency,,312,274,13.9
20200823,S08000024,,4,Emergency,,286,286.5,-0.2
20200823,S08000024,,5,Emergency,,438,364.5,20.2
20200823,S08000025,,2,Emergency,,8,6.5,23.1
20200823,S08000025,,4,Emergency,,25,16,56.2
20200823,S08000026,,2,Emergency,,6,3,100
20200823,S08000026,,3,Emergency,,21,15.5,35.5
20200823,S08000026,,4,Emergency,,19,18.5,2.7
20200823,S08000028,,2,Emergency,,16,6.5,146.2
20200823,S08000028,,3,Emergency,,42,48.5,-13.4
20200823,S08000029,,1,Emergency,,200,234,-14.5
20200823,S08000029,,2,Emergency,,170,195,-12.8
20200823,S08000029,,3,Emergency,,141,154.5,-8.7
20200823,S08000029,,4,Emergency,,98,131.5,-25.5
20200823,S08000029,,5,Emergency,,88,100.5,-12.4
20200823,S08000030,,1,Emergency,,203,213,-4.7
20200823,S08000030,,2,Emergency,,192,195.5,-1.8
20200823,S08000030,,3,Emergency,,187,190.5,-1.8
20200823,S08000030,,4,Emergency,,221,209.5,5.5
20200823,S08000030,,5,Emergency,,136,153,-11.1
20200823,S08000031,,1,Emergency,,1133,1192.5,-5
20200823,S08000031,,2,Emergency,,467,521,-10.4
20200823,S08000031,,3,Emergency,,324,350,-7.4
20200823,S08000031,,4,Emergency,,317,303,4.6
20200823,S08000031,,5,Emergency,,351,366,-4.1
20200823,S08000032,,1,Emergency,,464,532,-12.8
20200823,S08000032,,2,Emergency,,388,411,-5.6
20200823,S08000032,,3,Emergency,,208,270,-23
20200823,S08000032,,4,Emergency,,155,193.5,-19.9
20200823,S08000032,,5,Emergency,,100,128.5,-22.2
20200823,S92000003,d,1,Emergency,,3013,3231,-6.7
20200823,S92000003,d,2,Emergency,,2574,2665.5,-3.4
20200823,S92000003,d,3,Emergency,,2133,2202.5,-3.2
20200823,S92000003,d,4,Emergency,,1886,1916.5,-1.6
20200823,S92000003,d,5,Emergency,,1591,1566.5,1.6
20200823,NA,NA,1,Emergency,,5,3.5,42.9
20200830,S08000015,,1,Emergency,,403,390.5,3.2
20200830,S08000015,,2,Emergency,,242,263,-8
20200830,S08000015,,3,Emergency,,156,169,-7.7
20200830,S08000015,,4,Emergency,,105,126.5,-17
20200830,S08000015,,5,Emergency,,96,83,15.7
20200830,S08000016,,1,Emergency,,13,19.5,-33.3
20200830,S08000016,,2,Emergency,,43,44,-2.3
20200830,S08000016,,3,Emergency,,74,94,-21.3
20200830,S08000016,,4,Emergency,,44,49,-10.2
20200830,S08000016,,5,Emergency,,12,16,-25
20200830,S08000017,,1,Emergency,,45,35.5,26.8
20200830,S08000017,,2,Emergency,,77,91.5,-15.8
20200830,S08000017,,3,Emergency,,123,101,21.8
20200830,S08000017,,4,Emergency,,52,44.5,16.9
20200830,S08000017,,5,Emergency,,16,25.5,-37.3
20200830,S08000019,,1,Emergency,,128,163.5,-21.7
20200830,S08000019,,2,Emergency,,135,175,-22.9
20200830,S08000019,,3,Emergency,,103,153,-32.7
20200830,S08000019,,4,Emergency,,88,133,-33.8
20200830,S08000019,,5,Emergency,,91,90.5,0.6
20200830,S08000020,,1,Emergency,,100,83,20.5
20200830,S08000020,,2,Emergency,,206,191,7.9
20200830,S08000020,,3,Emergency,,200,219.5,-8.9
20200830,S08000020,,4,Emergency,,285,268,6.3
20200830,S08000020,,5,Emergency,,201,238.5,-15.7
20200830,S08000022,,1,Emergency,,84,83.5,0.6
20200830,S08000022,,2,Emergency,,115,127.5,-9.8
20200830,S08000022,,3,Emergency,,184,202,-8.9
20200830,S08000022,,4,Emergency,,130,164,-20.7
20200830,S08000022,,5,Emergency,,30,40,-25
20200830,S08000024,,1,Emergency,,305,269,13.4
20200830,S08000024,,2,Emergency,,477,465,2.6
20200830,S08000024,,3,Emergency,,295,298,-1
20200830,S08000024,,4,Emergency,,295,265,11.3
20200830,S08000024,,5,Emergency,,413,392,5.4
20200830,S08000025,,2,Emergency,,5,8.5,-41.2
20200830,S08000025,,3,Emergency,,8,3.5,128.6
20200830,S08000025,,4,Emergency,,25,16.5,51.5
20200830,S08000026,,3,Emergency,,12,12.5,-4
20200830,S08000026,,4,Emergency,,13,21,-38.1
20200830,S08000028,,2,Emergency,,13,16.5,-21.2
20200830,S08000028,,3,Emergency,,31,46,-32.6
20200830,S08000029,,1,Emergency,,189,236.5,-20.1
20200830,S08000029,,2,Emergency,,176,199.5,-11.8
20200830,S08000029,,3,Emergency,,148,155,-4.5
20200830,S08000029,,4,Emergency,,115,125,-8
20200830,S08000029,,5,Emergency,,103,89,15.7
20200830,S08000030,,1,Emergency,,209,214,-2.3
20200830,S08000030,,2,Emergency,,193,208.5,-7.4
20200830,S08000030,,3,Emergency,,172,196.5,-12.5
20200830,S08000030,,4,Emergency,,222,230,-3.5
20200830,S08000030,,5,Emergency,,138,168,-17.9
20200830,S08000031,,1,Emergency,,1093,1159,-5.7
20200830,S08000031,,2,Emergency,,492,572.5,-14.1
20200830,S08000031,,3,Emergency,,372,372,-0
20200830,S08000031,,4,Emergency,,311,329.5,-5.6
20200830,S08000031,,5,Emergency,,346,344.5,0.4
20200830,S08000032,,1,Emergency,,460,508,-9.4
20200830,S08000032,,2,Emergency,,363,397.5,-8.7
20200830,S08000032,,3,Emergency,,237,242.5,-2.3
20200830,S08000032,,4,Emergency,,177,182,-2.7
20200830,S08000032,,5,Emergency,,117,134,-12.7
20200830,S92000003,d,1,Emergency,,3031,3166,-4.3
20200830,S92000003,d,2,Emergency,,2540,2768.5,-8.3
20200830,S92000003,d,3,Emergency,,2117,2266.5,-6.6
20200830,S92000003,d,4,Emergency,,1864,1957.5,-4.8
20200830,S92000003,d,5,Emergency,,1566,1623.5,-3.5
20200906,S08000015,,1,Emergency,,336,390.5,-14
20200906,S08000015,,2,Emergency,,231,251,-8
20200906,S08000015,,3,Emergency,,163,180.5,-9.7
20200906,S08000015,,4,Emergency,,106,129.5,-18.1
20200906,S08000015,,5,Emergency,,80,104.5,-23.4
20200906,S08000016,,1,Emergency,,10,22.5,-55.6
20200906,S08000016,,2,Emergency,,44,49,-10.2
20200906,S08000016,,3,Emergency,,91,88,3.4
20200906,S08000016,,4,Emergency,,42,51.5,-18.4
20200906,S08000016,,5,Emergency,,14,11.5,21.7
20200906,S08000017,,1,Emergency,,35,44,-20.5
20200906,S08000017,,2,Emergency,,84,106.5,-21.1
20200906,S08000017,,3,Emergency,,120,136,-11.8
20200906,S08000017,,4,Emergency,,53,48.5,9.3
20200906,S08000017,,5,Emergency,,27,22,22.7
20200906,S08000019,,1,Emergency,,137,150.5,-9
20200906,S08000019,,2,Emergency,,151,181,-16.6
20200906,S08000019,,3,Emergency,,111,143,-22.4
20200906,S08000019,,4,Emergency,,93,115,-19.1
20200906,S08000019,,5,Emergency,,110,107,2.8
20200906,S08000020,,1,Emergency,,83,91,-8.8
20200906,S08000020,,2,Emergency,,202,196,3.1
20200906,S08000020,,3,Emergency,,199,206.5,-3.6
20200906,S08000020,,4,Emergency,,253,258.5,-2.1
20200906,S08000020,,5,Emergency,,202,226,-10.6
20200906,S08000022,,1,Emergency,,90,73,23.3
20200906,S08000022,,2,Emergency,,112,127,-11.8
20200906,S08000022,,3,Emergency,,205,213.5,-4
20200906,S08000022,,4,Emergency,,154,147.5,4.4
20200906,S08000022,,5,Emergency,,37,36.5,1.4
20200906,S08000024,,1,Emergency,,351,290.5,20.8
20200906,S08000024,,2,Emergency,,460,428,7.5
20200906,S08000024,,3,Emergency,,297,284,4.6
20200906,S08000024,,4,Emergency,,289,265.5,8.9
20200906,S08000024,,5,Emergency,,399,386.5,3.2
20200906,S08000025,,2,Emergency,,8,8.5,-5.9
20200906,S08000025,,3,Emergency,,8,7,14.3
20200906,S08000025,,4,Emergency,,22,19.5,12.8
20200906,S08000026,,3,Emergency,,18,10,80
20200906,S08000026,,4,Emergency,,14,16,-12.5
20200906,S08000028,,2,Emergency,,7,10,-30
20200906,S08000028,,3,Emergency,,31,41.5,-25.3
20200906,S08000029,,1,Emergency,,203,211,-3.8
20200906,S08000029,,2,Emergency,,183,200,-8.5
20200906,S08000029,,3,Emergency,,145,157,-7.6
20200906,S08000029,,4,Emergency,,114,107,6.5
20200906,S08000029,,5,Emergency,,99,88,12.5
20200906,S08000030,,1,Emergency,,193,216.5,-10.9
20200906,S08000030,,2,Emergency,,194,203.5,-4.7
20200906,S08000030,,3,Emergency,,200,188.5,6.1
20200906,S08000030,,4,Emergency,,225,237,-5.1
20200906,S08000030,,5,Emergency,,146,148,-1.4
20200906,S08000031,,1,Emergency,,1079,1165,-7.4
20200906,S08000031,,2,Emergency,,488,543,-10.1
20200906,S08000031,,3,Emergency,,313,342.5,-8.6
20200906,S08000031,,4,Emergency,,279,302.5,-7.8
20200906,S08000031,,5,Emergency,,307,338,-9.2
20200906,S08000032,,1,Emergency,,442,502,-12
20200906,S08000032,,2,Emergency,,395,400.5,-1.4
20200906,S08000032,,3,Emergency,,220,240,-8.3
20200906,S08000032,,4,Emergency,,163,179,-8.9
20200906,S08000032,,5,Emergency,,120,120,-0
20200906,S92000003,d,1,Emergency,,2966,3161.5,-6.2
20200906,S92000003,d,2,Emergency,,2564,2709,-5.4
20200906,S92000003,d,3,Emergency,,2126,2239.5,-5.1
20200906,S92000003,d,4,Emergency,,1808,1882,-3.9
20200906,S92000003,d,5,Emergency,,1544,1590,-2.9
20200906,NA,NA,1,Emergency,,7,5,40
20200906,NA,NA,3,Emergency,,5,1.5,233.3
20200913,S08000015,,1,Emergency,,381,363,5
20200913,S08000015,,2,Emergency,,229,242,-5.4
20200913,S08000015,,3,Emergency,,144,169.5,-15
20200913,S08000015,,4,Emergency,,115,113,1.8
20200913,S08000015,,5,Emergency,,69,101,-31.7
20200913,S08000016,,1,Emergency,,12,23,-47.8
20200913,S08000016,,2,Emergency,,39,43,-9.3
20200913,S08000016,,3,Emergency,,80,86,-7
20200913,S08000016,,4,Emergency,,34,55,-38.2
20200913,S08000016,,5,Emergency,,15,11,36.4
20200913,S08000017,,1,Emergency,,40,43.5,-8
20200913,S08000017,,2,Emergency,,89,98,-9.2
20200913,S08000017,,3,Emergency,,136,124.5,9.2
20200913,S08000017,,4,Emergency,,40,48.5,-17.5
20200913,S08000017,,5,Emergency,,17,27,-37
20200913,S08000019,,1,Emergency,,120,171.5,-30
20200913,S08000019,,2,Emergency,,167,173.5,-3.7
20200913,S08000019,,3,Emergency,,118,138,-14.5
20200913,S08000019,,4,Emergency,,77,130,-40.8
20200913,S08000019,,5,Emergency,,96,104,-7.7
20200913,S08000020,,1,Emergency,,88,92.5,-4.9
20200913,S08000020,,2,Emergency,,156,210,-25.7
20200913,S08000020,,3,Emergency,,219,213.5,2.6
20200913,S08000020,,4,Emergency,,260,253.5,2.6
20200913,S08000020,,5,Emergency,,212,228.5,-7.2
20200913,S08000022,,1,Emergency,,76,83,-8.4
20200913,S08000022,,2,Emergency,,121,128.5,-5.8
20200913,S08000022,,3,Emergency,,170,192,-11.5
20200913,S08000022,,4,Emergency,,163,138,18.1
20200913,S08000022,,5,Emergency,,33,34.5,-4.3
20200913,S08000024,,1,Emergency,,324,300,8
20200913,S08000024,,2,Emergency,,497,438,13.5
20200913,S08000024,,3,Emergency,,316,286.5,10.3
20200913,S08000024,,4,Emergency,,281,264.5,6.2
20200913,S08000024,,5,Emergency,,415,389.5,6.5
20200913,S08000025,,2,Emergency,,7,2.5,180
20200913,S08000025,,3,Emergency,,7,8.5,-17.6
20200913,S08000025,,4,Emergency,,22,19.5,12.8
20200913,S08000026,,2,Emergency,,5,4,25
20200913,S08000026,,3,Emergency,,15,11,36.4
20200913,S08000026,,4,Emergency,,16,17.5,-8.6
20200913,S08000028,,2,Emergency,,9,11.5,-21.7
20200913,S08000028,,3,Emergency,,32,48.5,-34
20200913,S08000029,,1,Emergency,,199,245.5,-18.9
20200913,S08000029,,2,Emergency,,199,193.5,2.8
20200913,S08000029,,3,Emergency,,144,152,-5.3
20200913,S08000029,,4,Emergency,,116,120,-3.3
20200913,S08000029,,5,Emergency,,75,90,-16.7
20200913,S08000030,,1,Emergency,,217,221.5,-2
20200913,S08000030,,2,Emergency,,189,183,3.3
20200913,S08000030,,3,Emergency,,185,190.5,-2.9
20200913,S08000030,,4,Emergency,,229,228.5,0.2
20200913,S08000030,,5,Emergency,,153,141.5,8.1
20200913,S08000031,,1,Emergency,,1085,1155.5,-6.1
20200913,S08000031,,2,Emergency,,482,538.5,-10.5
20200913,S08000031,,3,Emergency,,336,344.5,-2.5
20200913,S08000031,,4,Emergency,,270,314.5,-14.1
20200913,S08000031,,5,Emergency,,321,347.5,-7.6
20200913,S08000032,,1,Emergency,,468,529.5,-11.6
20200913,S08000032,,2,Emergency,,408,417.5,-2.3
20200913,S08000032,,3,Emergency,,220,223.5,-1.6
20200913,S08000032,,4,Emergency,,174,173.5,0.3
20200913,S08000032,,5,Emergency,,136,122.5,11
20200913,S92000003,d,1,Emergency,,3013,3236.5,-6.9
20200913,S92000003,d,2,Emergency,,2598,2686,-3.3
20200913,S92000003,d,3,Emergency,,2123,2190,-3.1
20200913,S92000003,d,4,Emergency,,1799,1877.5,-4.2
20200913,S92000003,d,5,Emergency,,1546,1600.5,-3.4
20200920,S08000015,,1,Emergency,,309,391,-21
20200920,S08000015,,2,Emergency,,229,235,-2.6
20200920,S08000015,,3,Emergency,,163,167.5,-2.7
20200920,S08000015,,4,Emergency,,106,121,-12.4
20200920,S08000015,,5,Emergency,,93,87,6.9
