WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20220626,S92000003,d,4,All,d,2578,2661,-3.1
20220626,S92000003,d,5,All,d,2075,2179,-4.8
20220626,NA,NA,1,All,d,36,61,-41
20220626,NA,NA,2,All,d,34,54,-37
20220626,NA,NA,3,All,d,35,45,-22.2
20220626,NA,NA,4,All,d,31,39.5,-21.5
20220626,NA,NA,5,All,d,25,36.5,-31.5
20220703,S08000015,,1,All,d,318,409.5,-22.3
20220703,S08000015,,2,All,d,220,273,-19.4
20220703,S08000015,,3,All,d,172,172,-0
20220703,S08000015,,4,All,d,136,130.5,4.2
20220703,S08000015,,5,All,d,89,108.5,-18
20220703,S08000016,,1,All,d,10,19,-47.4
20220703,S08000016,,2,All,d,23,48,-52.1
20220703,S08000016,,3,All,d,80,102,-21.6
20220703,S08000016,,4,All,d,52,72.5,-28.3
20220703,S08000016,,5,All,d,14,12.5,12
20220703,S08000017,,1,All,d,34,45.5,-25.3
20220703,S08000017,,2,All,d,109,116.5,-6.4
20220703,S08000017,,3,All,d,139,166,-16.3
20220703,S08000017,,4,All,d,51,70,-27.1
20220703,S08000017,,5,All,d,31,30,3.3
20220703,S08000019,,1,All,d,187,205,-8.8
20220703,S08000019,,2,All,d,170,222.5,-23.6
20220703,S08000019,,3,All,d,147,205,-28.3
20220703,S08000019,,4,All,d,102,151,-32.5
20220703,S08000019,,5,All,d,115,126.5,-9.1
20220703,S08000020,,1,All,d,88,112,-21.4
20220703,S08000020,,2,All,d,217,274.5,-20.9
20220703,S08000020,,3,All,d,288,302.5,-4.8
20220703,S08000020,,4,All,d,354,373.5,-5.2
20220703,S08000020,,5,All,d,301,283.5,6.2
20220703,S08000022,,1,All,d,79,101.5,-22.2
20220703,S08000022,,2,All,d,150,154,-2.6
20220703,S08000022,,3,All,d,258,247,4.5
20220703,S08000022,,4,All,d,190,207,-8.2
20220703,S08000022,,5,All,d,52,50.5,3
20220703,S08000024,,1,All,d,323,352,-8.2
20220703,S08000024,,2,All,d,448,569,-21.3
20220703,S08000024,,3,All,d,341,398,-14.3
20220703,S08000024,,4,All,d,312,357.5,-12.7
20220703,S08000024,,5,All,d,440,515.5,-14.6
20220703,S08000025,,2,All,d,9,9.5,-5.3
20220703,S08000025,,3,All,d,5,8,-37.5
20220703,S08000025,,4,All,d,24,22,9.1
20220703,S08000026,,3,All,d,12,14.5,-17.2
20220703,S08000026,,4,All,d,15,15.5,-3.2
20220703,S08000028,,2,All,d,15,15.5,-3.2
20220703,S08000028,,3,All,d,62,63.5,-2.4
20220703,S08000029,,1,All,d,224,245.5,-8.8
20220703,S08000029,,2,All,d,228,226,0.9
20220703,S08000029,,3,All,d,158,182.5,-13.4
20220703,S08000029,,4,All,d,154,150.5,2.3
20220703,S08000029,,5,All,d,116,109,6.4
20220703,S08000030,,1,All,d,258,244,5.7
20220703,S08000030,,2,All,d,222,242,-8.3
20220703,S08000030,,3,All,d,226,238.5,-5.2
20220703,S08000030,,4,All,d,306,304.5,0.5
20220703,S08000030,,5,All,d,213,221,-3.6
20220703,S08000031,,1,All,d,1240,1618.5,-23.4
20220703,S08000031,,2,All,d,631,825,-23.5
20220703,S08000031,,3,All,d,545,560,-2.7
20220703,S08000031,,4,All,d,445,528,-15.7
20220703,S08000031,,5,All,d,513,562,-8.7
20220703,S08000032,,1,All,d,502,573,-12.4
20220703,S08000032,,2,All,d,423,474,-10.8
20220703,S08000032,,3,All,d,249,272.5,-8.6
20220703,S08000032,,4,All,d,191,208.5,-8.4
20220703,S08000032,,5,All,d,114,143,-20.3
20220703,S92000003,d,1,All,d,3317,3978,-16.6
20220703,S92000003,d,2,All,d,2907,3498,-16.9
20220703,S92000003,d,3,All,d,2720,2978.5,-8.7
20220703,S92000003,d,4,All,d,2364,2632.5,-10.2
20220703,S92000003,d,5,All,d,2035,2204.5,-7.7
20220703,NA,NA,1,All,d,50,51.5,-2.9
20220703,NA,NA,2,All,d,42,45.5,-7.7
20220703,NA,NA,3,All,d,38,46.5,-18.3
20220703,NA,NA,4,All,d,31,40.5,-23.5
20220703,NA,NA,5,All,d,37,40,-7.5
20220710,S08000015,,1,All,d,332,407,-18.4
20220710,S08000015,,2,All,d,192,280.5,-31.6
20220710,S08000015,,3,All,d,157,176.5,-11
20220710,S08000015,,4,All,d,97,120,-19.2
20220710,S08000015,,5,All,d,95,100,-5
20220710,S08000016,,1,All,d,12,21.5,-44.2
20220710,S08000016,,2,All,d,41,62,-33.9
20220710,S08000016,,3,All,d,66,99,-33.3
20220710,S08000016,,4,All,d,56,53.5,4.7
20220710,S08000016,,5,All,d,10,23,-56.5
20220710,S08000017,,1,All,d,44,43,2.3
20220710,S08000017,,2,All,d,80,120.5,-33.6
20220710,S08000017,,3,All,d,119,146,-18.5
20220710,S08000017,,4,All,d,50,55,-9.1
20220710,S08000017,,5,All,d,32,27.5,16.4
20220710,S08000019,,1,All,d,179,201,-10.9
20220710,S08000019,,2,All,d,165,256,-35.5
20220710,S08000019,,3,All,d,182,186,-2.2
20220710,S08000019,,4,All,d,136,155,-12.3
20220710,S08000019,,5,All,d,109,128.5,-15.2
20220710,S08000020,,1,All,d,87,98,-11.2
20220710,S08000020,,2,All,d,203,265,-23.4
20220710,S08000020,,3,All,d,264,288,-8.3
20220710,S08000020,,4,All,d,339,353,-4
20220710,S08000020,,5,All,d,277,291.5,-5
20220710,S08000022,,1,All,d,83,98.5,-15.7
20220710,S08000022,,2,All,d,146,147.5,-1
20220710,S08000022,,3,All,d,287,269.5,6.5
20220710,S08000022,,4,All,d,160,185.5,-13.7
20220710,S08000022,,5,All,d,55,54,1.9
20220710,S08000024,,1,All,d,285,343,-16.9
20220710,S08000024,,2,All,d,460,573,-19.7
20220710,S08000024,,3,All,d,341,376.5,-9.4
20220710,S08000024,,4,All,d,314,362,-13.3
20220710,S08000024,,5,All,d,419,471,-11
20220710,S08000025,,2,All,d,5,8,-37.5
20220710,S08000025,,3,All,d,7,10,-30
20220710,S08000025,,4,All,d,19,16,18.8
20220710,S08000026,,3,All,d,9,19.5,-53.8
20220710,S08000026,,4,All,d,22,19.5,12.8
20220710,S08000028,,2,All,d,5,9.5,-47.4
20220710,S08000028,,3,All,d,65,66.5,-2.3
20220710,S08000029,,1,All,d,242,238,1.7
20220710,S08000029,,2,All,d,217,231,-6.1
20220710,S08000029,,3,All,d,151,161,-6.2
20220710,S08000029,,4,All,d,136,130.5,4.2
20220710,S08000029,,5,All,d,124,100,24
20220710,S08000030,,1,All,d,233,244.5,-4.7
20220710,S08000030,,2,All,d,207,255,-18.8
20220710,S08000030,,3,All,d,253,222,14
20220710,S08000030,,4,All,d,282,274.5,2.7
20220710,S08000030,,5,All,d,171,186.5,-8.3
20220710,S08000031,,1,All,d,1317,1662,-20.8
20220710,S08000031,,2,All,d,662,775.5,-14.6
20220710,S08000031,,3,All,d,486,555,-12.4
20220710,S08000031,,4,All,d,422,473.5,-10.9
20220710,S08000031,,5,All,d,471,523,-9.9
20220710,S08000032,,1,All,d,440,551.5,-20.2
20220710,S08000032,,2,All,d,428,485.5,-11.8
20220710,S08000032,,3,All,d,262,278.5,-5.9
20220710,S08000032,,4,All,d,176,213.5,-17.6
20220710,S08000032,,5,All,d,114,152.5,-25.2
20220710,S92000003,d,1,All,d,3294,3962.5,-16.9
20220710,S92000003,d,2,All,d,2856,3510.5,-18.6
20220710,S92000003,d,3,All,d,2685,2896,-7.3
20220710,S92000003,d,4,All,d,2245,2444.5,-8.2
20220710,S92000003,d,5,All,d,1905,2089,-8.8
20220710,NA,NA,1,All,d,40,52.5,-23.8
20220710,NA,NA,2,All,d,44,39.5,11.4
20220710,NA,NA,3,All,d,36,42,-14.3
20220710,NA,NA,4,All,d,35,32,9.4
20220710,NA,NA,5,All,d,28,30.5,-8.2
20220717,S08000015,,1,All,d,299,390,-23.3
20220717,S08000015,,2,All,d,218,259,-15.8
20220717,S08000015,,3,All,d,166,178.5,-7
20220717,S08000015,,4,All,d,108,119.5,-9.6
20220717,S08000015,,5,All,d,80,101.5,-21.2
20220717,S08000016,,1,All,d,14,24.5,-42.9
20220717,S08000016,,2,All,d,44,54.5,-19.3
20220717,S08000016,,3,All,d,65,87,-25.3
20220717,S08000016,,4,All,d,50,64.5,-22.5
20220717,S08000016,,5,All,d,15,20,-25
20220717,S08000017,,1,All,d,41,45.5,-9.9
20220717,S08000017,,2,All,d,112,115,-2.6
20220717,S08000017,,3,All,d,138,157.5,-12.4
20220717,S08000017,,4,All,d,52,60,-13.3
20220717,S08000017,,5,All,d,24,24,-0
20220717,S08000019,,1,All,d,147,220.5,-33.3
20220717,S08000019,,2,All,d,206,217,-5.1
20220717,S08000019,,3,All,d,134,197,-32
20220717,S08000019,,4,All,d,117,157,-25.5
20220717,S08000019,,5,All,d,121,124.5,-2.8
20220717,S08000020,,1,All,d,99,112.5,-12
20220717,S08000020,,2,All,d,226,267.5,-15.5
20220717,S08000020,,3,All,d,255,290.5,-12.2
20220717,S08000020,,4,All,d,315,325,-3.1
20220717,S08000020,,5,All,d,269,274.5,-2
20220717,S08000022,,1,All,d,89,103,-13.6
20220717,S08000022,,2,All,d,102,159.5,-36.1
20220717,S08000022,,3,All,d,253,258,-1.9
20220717,S08000022,,4,All,d,175,193,-9.3
20220717,S08000022,,5,All,d,48,46.5,3.2
20220717,S08000024,,1,All,d,296,358.5,-17.4
20220717,S08000024,,2,All,d,438,560.5,-21.9
20220717,S08000024,,3,All,d,310,380,-18.4
20220717,S08000024,,4,All,d,334,355,-5.9
20220717,S08000024,,5,All,d,426,474.5,-10.2
20220717,S08000025,,2,All,d,6,7,-14.3
20220717,S08000025,,3,All,d,10,7,42.9
20220717,S08000025,,4,All,d,16,21,-23.8
20220717,S08000026,,2,All,d,8,4.5,77.8
20220717,S08000026,,3,All,d,23,17.5,31.4
20220717,S08000026,,4,All,d,19,13.5,40.7
20220717,S08000028,,2,All,d,20,12.5,60
20220717,S08000028,,3,All,d,59,57,3.5
20220717,S08000029,,1,All,d,232,253.5,-8.5
20220717,S08000029,,2,All,d,212,226,-6.2
20220717,S08000029,,3,All,d,151,175,-13.7
20220717,S08000029,,4,All,d,140,136.5,2.6
20220717,S08000029,,5,All,d,112,111,0.9
20220717,S08000030,,1,All,d,239,258.5,-7.5
20220717,S08000030,,2,All,d,209,237.5,-12
20220717,S08000030,,3,All,d,215,211,1.9
20220717,S08000030,,4,All,d,298,261,14.2
20220717,S08000030,,5,All,d,205,174,17.8
20220717,S08000031,,1,All,d,1295,1642,-21.1
20220717,S08000031,,2,All,d,659,756,-12.8
20220717,S08000031,,3,All,d,534,529.5,0.8
20220717,S08000031,,4,All,d,441,487.5,-9.5
20220717,S08000031,,5,All,d,499,546.5,-8.7
20220717,S08000032,,1,All,d,469,573.5,-18.2
20220717,S08000032,,2,All,d,411,450,-8.7
20220717,S08000032,,3,All,d,251,273,-8.1
20220717,S08000032,,4,All,d,201,195,3.1
20220717,S08000032,,5,All,d,117,141.5,-17.3
20220717,S92000003,d,1,All,d,3267,4036.5,-19.1
20220717,S92000003,d,2,All,d,2907,3372,-13.8
20220717,S92000003,d,3,All,d,2602,2864,-9.1
20220717,S92000003,d,4,All,d,2305,2430.5,-5.2
20220717,S92000003,d,5,All,d,1948,2075,-6.1
20220717,NA,NA,1,All,d,46,54.5,-15.6
20220717,NA,NA,2,All,d,36,45.5,-20.9
20220717,NA,NA,3,All,d,38,45.5,-16.5
20220717,NA,NA,4,All,d,35,41,-14.6
20220717,NA,NA,5,All,d,29,34,-14.7
20220724,S08000015,,1,All,d,308,392.5,-21.5
20220724,S08000015,,2,All,d,205,243,-15.6
20220724,S08000015,,3,All,d,161,165.5,-2.7
20220724,S08000015,,4,All,d,126,124.5,1.2
20220724,S08000015,,5,All,d,100,105,-4.8
20220724,S08000016,,1,All,d,15,14.5,3.4
20220724,S08000016,,2,All,d,46,46.5,-1.1
20220724,S08000016,,3,All,d,81,101.5,-20.2
20220724,S08000016,,4,All,d,42,72,-41.7
20220724,S08000016,,5,All,d,10,15,-33.3
20220724,S08000017,,1,All,d,42,49.5,-15.2
20220724,S08000017,,2,All,d,106,121.5,-12.8
20220724,S08000017,,3,All,d,150,143.5,4.5
20220724,S08000017,,4,All,d,49,70.5,-30.5
20220724,S08000017,,5,All,d,34,25.5,33.3
20220724,S08000019,,1,All,d,161,207,-22.2
20220724,S08000019,,2,All,d,156,216,-27.8
20220724,S08000019,,3,All,d,166,205,-19
20220724,S08000019,,4,All,d,131,149,-12.1
20220724,S08000019,,5,All,d,101,124,-18.5
20220724,S08000020,,1,All,d,89,100,-11
20220724,S08000020,,2,All,d,227,243.5,-6.8
20220724,S08000020,,3,All,d,255,277.5,-8.1
20220724,S08000020,,4,All,d,321,348,-7.8
20220724,S08000020,,5,All,d,274,283.5,-3.4
20220724,S08000022,,1,All,d,86,98.5,-12.7
20220724,S08000022,,2,All,d,132,147,-10.2
20220724,S08000022,,3,All,d,242,266,-9
20220724,S08000022,,4,All,d,179,189.5,-5.5
20220724,S08000022,,5,All,d,50,43.5,14.9
20220724,S08000024,,1,All,d,274,365.5,-25
20220724,S08000024,,2,All,d,471,571.5,-17.6
20220724,S08000024,,3,All,d,346,378,-8.5
20220724,S08000024,,4,All,d,300,365.5,-17.9
20220724,S08000024,,5,All,d,455,459,-0.9
20220724,S08000025,,2,All,d,5,7,-28.6
20220724,S08000025,,3,All,d,8,11,-27.3
20220724,S08000025,,4,All,d,17,20,-15
20220724,S08000026,,3,All,d,17,16,6.2
20220724,S08000026,,4,All,d,16,16.5,-3
20220724,S08000028,,2,All,d,9,13.5,-33.3
20220724,S08000028,,3,All,d,61,55,10.9
20220724,S08000029,,1,All,d,215,256,-16
20220724,S08000029,,2,All,d,213,220,-3.2
20220724,S08000029,,3,All,d,152,164.5,-7.6
20220724,S08000029,,4,All,d,170,118,44.1
20220724,S08000029,,5,All,d,114,106,7.5
20220724,S08000030,,1,All,d,248,276,-10.1
20220724,S08000030,,2,All,d,222,240,-7.5
20220724,S08000030,,3,All,d,229,242,-5.4
20220724,S08000030,,4,All,d,341,314.5,8.4
20220724,S08000030,,5,All,d,196,171,14.6
20220724,S08000031,,1,All,d,1409,1563,-9.9
20220724,S08000031,,2,All,d,695,718.5,-3.3
20220724,S08000031,,3,All,d,489,524,-6.7
20220724,S08000031,,4,All,d,405,451.5,-10.3
20220724,S08000031,,5,All,d,471,513.5,-8.3
20220724,S08000032,,1,All,d,487,537.5,-9.4
20220724,S08000032,,2,All,d,441,447.5,-1.5
20220724,S08000032,,3,All,d,259,255.5,1.4
20220724,S08000032,,4,All,d,182,205.5,-11.4
20220724,S08000032,,5,All,d,146,140.5,3.9
20220724,S92000003,d,1,All,d,3382,3915.5,-13.6
20220724,S92000003,d,2,All,d,2975,3283,-9.4
20220724,S92000003,d,3,All,d,2661,2851,-6.7
20220724,S92000003,d,4,All,d,2309,2485,-7.1
20220724,S92000003,d,5,All,d,1977,2018.5,-2.1
20220724,NA,NA,1,All,d,47,55,-14.5
20220724,NA,NA,2,All,d,46,41.5,10.8
20220724,NA,NA,3,All,d,45,46,-2.2
20220724,NA,NA,4,All,d,27,38.5,-29.9
20220724,NA,NA,5,All,d,26,30.5,-14.8
20220731,S08000015,,1,All,d,288,395,-27.1
20220731,S08000015,,2,All,d,208,273,-23.8
20220731,S08000015,,3,All,d,136,171,-20.5
20220731,S08000015,,4,All,d,97,115.5,-16
20220731,S08000015,,5,All,d,90,96,-6.2
20220731,S08000016,,1,All,d,12,19,-36.8
20220731,S08000016,,2,All,d,33,77,-57.1
20220731,S08000016,,3,All,d,77,117.5,-34.5
20220731,S08000016,,4,All,d,41,66,-37.9
20220731,S08000016,,5,All,d,9,14,-35.7
20220731,S08000017,,1,All,d,40,47,-14.9
20220731,S08000017,,2,All,d,94,119.5,-21.3
20220731,S08000017,,3,All,d,127,155,-18.1
20220731,S08000017,,4,All,d,48,56.5,-15
20220731,S08000017,,5,All,d,41,26.5,54.7
20220731,S08000019,,1,All,d,160,199.5,-19.8
20220731,S08000019,,2,All,d,175,222,-21.2
20220731,S08000019,,3,All,d,150,181.5,-17.4
20220731,S08000019,,4,All,d,127,145.5,-12.7
20220731,S08000019,,5,All,d,109,110.5,-1.4
20220731,S08000020,,1,All,d,103,116.5,-11.6
20220731,S08000020,,2,All,d,229,256.5,-10.7
20220731,S08000020,,3,All,d,247,261.5,-5.5
20220731,S08000020,,4,All,d,326,344.5,-5.4
20220731,S08000020,,5,All,d,281,295,-4.7
20220731,S08000022,,1,All,d,83,92.5,-10.3
20220731,S08000022,,2,All,d,111,149.5,-25.8
20220731,S08000022,,3,All,d,256,286.5,-10.6
20220731,S08000022,,4,All,d,188,195.5,-3.8
20220731,S08000022,,5,All,d,43,45,-4.4
20220731,S08000024,,1,All,d,277,345,-19.7
20220731,S08000024,,2,All,d,484,593.5,-18.4
20220731,S08000024,,3,All,d,314,396,-20.7
20220731,S08000024,,4,All,d,305,384.5,-20.7
20220731,S08000024,,5,All,d,431,502.5,-14.2
20220731,S08000025,,2,All,d,5,9,-44.4
20220731,S08000025,,3,All,d,5,8,-37.5
20220731,S08000025,,4,All,d,24,21.5,11.6
20220731,S08000026,,2,All,d,5,5,-0
20220731,S08000026,,3,All,d,18,14.5,24.1
20220731,S08000026,,4,All,d,19,16,18.8
20220731,S08000028,,2,All,d,14,14,-0
20220731,S08000028,,3,All,d,57,61,-6.6
20220731,S08000029,,1,All,d,220,254,-13.4
20220731,S08000029,,2,All,d,205,209.5,-2.1
20220731,S08000029,,3,All,d,154,183.5,-16.1
20220731,S08000029,,4,All,d,140,145.5,-3.8
20220731,S08000029,,5,All,d,111,110,0.9
20220731,S08000030,,1,All,d,267,238,12.2
20220731,S08000030,,2,All,d,222,219,1.4
20220731,S08000030,,3,All,d,229,238,-3.8
20220731,S08000030,,4,All,d,288,261.5,10.1
20220731,S08000030,,5,All,d,177,170,4.1
20220731,S08000031,,1,All,d,1293,1637,-21
20220731,S08000031,,2,All,d,705,747,-5.6
20220731,S08000031,,3,All,d,500,546,-8.4
20220731,S08000031,,4,All,d,482,478.5,0.7
20220731,S08000031,,5,All,d,498,548,-9.1
20220731,S08000032,,1,All,d,481,546,-11.9
20220731,S08000032,,2,All,d,396,449,-11.8
20220731,S08000032,,3,All,d,222,265.5,-16.4
20220731,S08000032,,4,All,d,218,226.5,-3.8
20220731,S08000032,,5,All,d,131,138,-5.1
20220731,S92000003,d,1,All,d,3265,3953,-17.4
20220731,S92000003,d,2,All,d,2936,3387.5,-13.3
20220731,S92000003,d,3,All,d,2525,2938.5,-14.1
20220731,S92000003,d,4,All,d,2339,2497,-6.3
20220731,S92000003,d,5,All,d,1948,2086,-6.6
20220731,NA,NA,1,All,d,40,62,-35.5
20220731,NA,NA,2,All,d,50,44,13.6
20220731,NA,NA,3,All,d,33,53,-37.7
20220731,NA,NA,4,All,d,36,38,-5.3
20220731,NA,NA,5,All,d,27,28.5,-5.3
20220807,S08000015,,1,All,d,299,381.5,-21.6
20220807,S08000015,,2,All,d,191,278,-31.3
20220807,S08000015,,3,All,d,154,173.5,-11.2
20220807,S08000015,,4,All,d,100,128,-21.9
20220807,S08000015,,5,All,d,80,102.5,-22
20220807,S08000016,,1,All,d,16,23,-30.4
20220807,S08000016,,2,All,d,31,51.5,-39.8
20220807,S08000016,,3,All,d,62,93,-33.3
20220807,S08000016,,4,All,d,49,70,-30
20220807,S08000017,,1,All,d,28,44.5,-37.1
20220807,S08000017,,2,All,d,100,107,-6.5
20220807,S08000017,,3,All,d,123,143,-14
20220807,S08000017,,4,All,d,44,69,-36.2
20220807,S08000017,,5,All,d,32,20,60
20220807,S08000019,,1,All,d,150,185,-18.9
20220807,S08000019,,2,All,d,171,195,-12.3
20220807,S08000019,,3,All,d,156,188.5,-17.2
20220807,S08000019,,4,All,d,124,125.5,-1.2
20220807,S08000019,,5,All,d,107,122.5,-12.7
20220807,S08000020,,1,All,d,77,102.5,-24.9
20220807,S08000020,,2,All,d,193,245.5,-21.4
20220807,S08000020,,3,All,d,275,284.5,-3.3
20220807,S08000020,,4,All,d,327,345,-5.2
20220807,S08000020,,5,All,d,285,293,-2.7
20220807,S08000022,,1,All,d,67,86,-22.1
20220807,S08000022,,2,All,d,114,147.5,-22.7
20220807,S08000022,,3,All,d,235,255,-7.8
20220807,S08000022,,4,All,d,187,196.5,-4.8
20220807,S08000022,,5,All,d,45,48.5,-7.2
20220807,S08000024,,1,All,d,272,355.5,-23.5
20220807,S08000024,,2,All,d,418,557,-25
20220807,S08000024,,3,All,d,332,396,-16.2
20220807,S08000024,,4,All,d,339,376,-9.8
20220807,S08000024,,5,All,d,440,507.5,-13.3
20220807,S08000025,,3,All,d,10,5,100
20220807,S08000025,,4,All,d,15,20.5,-26.8
20220807,S08000026,,3,All,d,18,17,5.9
20220807,S08000026,,4,All,d,20,19,5.3
20220807,S08000028,,2,All,d,13,17,-23.5
20220807,S08000028,,3,All,d,57,62,-8.1
20220807,S08000029,,1,All,d,216,250,-13.6
20220807,S08000029,,2,All,d,209,221.5,-5.6
20220807,S08000029,,3,All,d,167,183,-8.7
20220807,S08000029,,4,All,d,136,128.5,5.8
20220807,S08000029,,5,All,d,109,95.5,14.1
20220807,S08000030,,1,All,d,257,251,2.4
20220807,S08000030,,2,All,d,201,234.5,-14.3
20220807,S08000030,,3,All,d,238,226.5,5.1
20220807,S08000030,,4,All,d,338,276.5,22.2
20220807,S08000030,,5,All,d,188,174,8
20220807,S08000031,,1,All,d,1386,1612.5,-14
20220807,S08000031,,2,All,d,694,753,-7.8
20220807,S08000031,,3,All,d,490,555,-11.7
20220807,S08000031,,4,All,d,460,489,-5.9
20220807,S08000031,,5,All,d,509,576.5,-11.7
20220807,S08000032,,1,All,d,460,575.5,-20.1
20220807,S08000032,,2,All,d,469,478.5,-2
20220807,S08000032,,3,All,d,253,264.5,-4.3
20220807,S08000032,,4,All,d,207,224.5,-7.8
20220807,S08000032,,5,All,d,131,138.5,-5.4
20220807,S92000003,d,1,All,d,3273,3906,-16.2
20220807,S92000003,d,2,All,d,2854,3343.5,-14.6
20220807,S92000003,d,3,All,d,2599,2896,-10.3
20220807,S92000003,d,4,All,d,2374,2511,-5.5
20220807,S92000003,d,5,All,d,1959,2134,-8.2
20220807,NA,NA,1,All,d,45,38,18.4
20220807,NA,NA,2,All,d,44,48.5,-9.3
20220807,NA,NA,3,All,d,29,49.5,-41.4
20220807,NA,NA,4,All,d,28,40.5,-30.9
20220807,NA,NA,5,All,d,25,36,-30.6
20220814,S08000015,,1,All,d,304,391,-22.3
20220814,S08000015,,2,All,d,203,264,-23.1
20220814,S08000015,,3,All,d,158,175,-9.7
20220814,S08000015,,4,All,d,130,137.5,-5.5
20220814,S08000015,,5,All,d,78,104,-25
20220814,S08000016,,1,All,d,18,21.5,-16.3
20220814,S08000016,,2,All,d,33,62.5,-47.2
20220814,S08000016,,3,All,d,83,102,-18.6
20220814,S08000016,,4,All,d,49,57,-14
20220814,S08000016,,5,All,d,13,16,-18.8
20220814,S08000017,,1,All,d,36,38,-5.3
20220814,S08000017,,2,All,d,91,122,-25.4
20220814,S08000017,,3,All,d,137,146,-6.2
20220814,S08000017,,4,All,d,55,56.5,-2.7
20220814,S08000017,,5,All,d,31,23,34.8
20220814,S08000019,,1,All,d,187,209,-10.5
20220814,S08000019,,2,All,d,150,202.5,-25.9
20220814,S08000019,,3,All,d,144,173.5,-17
20220814,S08000019,,4,All,d,120,145,-17.2
20220814,S08000019,,5,All,d,95,132,-28
20220814,S08000020,,1,All,d,78,92.5,-15.7
20220814,S08000020,,2,All,d,214,252,-15.1
20220814,S08000020,,3,All,d,297,288.5,2.9
20220814,S08000020,,4,All,d,347,351.5,-1.3
20220814,S08000020,,5,All,d,277,285,-2.8
20220814,S08000022,,1,All,d,73,99.5,-26.6
20220814,S08000022,,2,All,d,146,139,5
20220814,S08000022,,3,All,d,260,269,-3.3
20220814,S08000022,,4,All,d,184,183.5,0.3
20220814,S08000022,,5,All,d,40,49,-18.4
20220814,S08000024,,1,All,d,318,364.5,-12.8
20220814,S08000024,,2,All,d,461,549,-16
20220814,S08000024,,3,All,d,296,373,-20.6
20220814,S08000024,,4,All,d,314,371.5,-15.5
20220814,S08000024,,5,All,d,426,493,-13.6
20220814,S08000025,,2,All,d,6,11,-45.5
20220814,S08000025,,3,All,d,5,8,-37.5
20220814,S08000025,,4,All,d,14,24,-41.7
20220814,S08000026,,3,All,d,14,14.5,-3.4
20220814,S08000026,,4,All,d,9,15,-40
20220814,S08000028,,2,All,d,11,12,-8.3
20220814,S08000028,,3,All,d,59,60,-1.7
20220814,S08000029,,1,All,d,197,249,-20.9
20220814,S08000029,,2,All,d,187,224.5,-16.7
20220814,S08000029,,3,All,d,164,176.5,-7.1
20220814,S08000029,,4,All,d,137,148.5,-7.7
20220814,S08000029,,5,All,d,111,110,0.9
20220814,S08000030,,1,All,d,226,231.5,-2.4
20220814,S08000030,,2,All,d,200,245.5,-18.5
20220814,S08000030,,3,All,d,224,233.5,-4.1
20220814,S08000030,,4,All,d,264,269,-1.9
20220814,S08000030,,5,All,d,209,170.5,22.6
20220814,S08000031,,1,All,d,1432,1558.5,-8.1
20220814,S08000031,,2,All,d,682,753,-9.4
20220814,S08000031,,3,All,d,498,557.5,-10.7
20220814,S08000031,,4,All,d,449,473.5,-5.2
20220814,S08000031,,5,All,d,520,553.5,-6.1
20220814,S08000032,,1,All,d,480,543.5,-11.7
20220814,S08000032,,2,All,d,431,453,-4.9
20220814,S08000032,,3,All,d,268,285,-6
20220814,S08000032,,4,All,d,200,217.5,-8
20220814,S08000032,,5,All,d,134,138,-2.9
20220814,S92000003,d,1,All,d,3400,3852,-11.7
20220814,S92000003,d,2,All,d,2853,3345.5,-14.7
20220814,S92000003,d,3,All,d,2639,2903.5,-9.1
20220814,S92000003,d,4,All,d,2321,2489,-6.7
20220814,S92000003,d,5,All,d,1966,2110,-6.8
20220814,NA,NA,1,All,d,51,52.5,-2.9
20220814,NA,NA,2,All,d,37,52.5,-29.5
20220814,NA,NA,3,All,d,32,41.5,-22.9
20220814,NA,NA,4,All,d,49,38,28.9
20220814,NA,NA,5,All,d,30,34.5,-13
20220821,S08000015,,1,All,d,306,420,-27.1
20220821,S08000015,,2,All,d,231,261,-11.5
20220821,S08000015,,3,All,d,152,167,-9
20220821,S08000015,,4,All,d,109,136.5,-20.1
20220821,S08000015,,5,All,d,93,100.5,-7.5
20220821,S08000016,,1,All,d,18,21,-14.3
20220821,S08000016,,2,All,d,22,43,-48.8
20220821,S08000016,,3,All,d,82,95,-13.7
20220821,S08000016,,4,All,d,33,62.5,-47.2
20220821,S08000016,,5,All,d,6,17.5,-65.7
20220821,S08000017,,1,All,d,38,38,-0
20220821,S08000017,,2,All,d,83,118.5,-30
20220821,S08000017,,3,All,d,118,142.5,-17.2
20220821,S08000017,,4,All,d,53,61,-13.1
20220821,S08000017,,5,All,d,29,27.5,5.5
20220821,S08000019,,1,All,d,156,213,-26.8
20220821,S08000019,,2,All,d,179,217.5,-17.7
20220821,S08000019,,3,All,d,166,231,-28.1
20220821,S08000019,,4,All,d,135,162,-16.7
20220821,S08000019,,5,All,d,106,122.5,-13.5
20220821,S08000020,,1,All,d,69,118.5,-41.8
20220821,S08000020,,2,All,d,193,275,-29.8
20220821,S08000020,,3,All,d,293,277.5,5.6
20220821,S08000020,,4,All,d,339,361.5,-6.2
20220821,S08000020,,5,All,d,294,285.5,3
20220821,S08000022,,1,All,d,96,94.5,1.6
20220821,S08000022,,2,All,d,134,149.5,-10.4
20220821,S08000022,,3,All,d,258,278,-7.2
